"t","V [м³]","N активних","T життя [с]","V вкінці [м³]"
463,0.2334443130548734,40,45,0.00011457496399889443
464,0.23368711359565003,38,37,0.00011457496399889443
465,0.23389881914321542,34,19,0.00011457496399889443
466,0.23408797679308257,34,40.5,0.00011457496399889443
467,0.23427572897293625,33,24,0.00011457496399889443
468,0.23444683434419245,33,10.5,0.00011457496399889443
469,0.23462837353369986,34,18.5,0.00011934831951171285
470,0.2348001174336629,33,1.5,0.00011934831951171285
471,0.23495404437993983,33,56.5,0.00011934831951171285
472,0.23511795923466056,33,23.5,0.00011934831951171285
473,0.23529115189971084,33,33.5,0.00011934831951171285
474,0.23546616060166436,32,20.5,0.00011934831951171285
475,0.23564417728040887,33,19.5,0.00012425244381873693
476,0.23583305896099638,34,9,0.00012425244381873693
477,0.23599831684657652,33,55.5,0.00012425244381873693
478,0.23615189183630142,32,7,0.00012928910406583433
479,0.2363025345419833,31,35,0.00012928910406583433
480,0.2321027713103816,30,32,0.00012928910406583433
481,0.23225423073197854,35,26,0.00012928910406583433
482,0.23240965945771852,35,41.5,0.00012928910406583433
483,0.23256910696768596,36,15.5,0.00012928910406583433
484,0.23272448415167146,34,29.5,0.00012928910406583433
485,0.23288494835956136,33,30.5,0.00012928910406583433
486,0.23305517428122408,34,34,0.00012928910406583433
487,0.23323606728439256,35,43,0.00012928910406583433
488,0.23341229119365436,34,36.5,0.00013446006739887273
489,0.23358038240310902,33,24.5,0.00013446006739887273
490,0.23374772257556997,34,11,0.00013446006739887273
491,0.23392334742238263,34,18,0.00013446006739887273
492,0.23410748313821816,35,27.5,0.00013446006739887273
493,0.23430261109039918,36,39,0.00013446006739887273
494,0.23450923314835193,37,18,0.0001397671009637197
495,0.23472191946187382,36,48,0.0001397671009637197
496,0.23492752246570958,35,64.5,0.0001397671009637197
497,0.23205099629265408,35,81,0.0001397671009637197
498,0.23231901076519468,40,43,0.0001397671009637197
499,0.23258597319689528,38,35.5,0.0001397671009637197
500,0.232828542830612,37,44,0.0001397671009637197
501,0.2311855928581188,39,0.5,0.0001397671009637197
502,0.2314485765608984,37,44.5,0.00014521197190624295
503,0.23171997747397005,38,27,0.00014521197190624295
504,0.2320036497424709,38,31,0.00014521197190624295
